Ref.,Titulo del clip,Stock ID,Licencia,Enlace de descarga
branches_wind1,Branches with young green olives swinging in the wind,222576,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/b41f1018-6f83-4b56-a015-15ee68036f02/horizontal/downloads/original.mp4?filename=1193833_Olive_Tree_3840x2160.mp4&user_id=102901249&token=exp=1785250442~id=102901249~hmac=d396ea09a4885c91a737cabb7734837218088f8cba7fa2a9930c1acf73106ea6
branches_wind2,Spanish Olive Tree Branches Sway in Wind with Blue Sky,742110,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/34f65ca3-caae-4112-bd6a-3468a39bb9ca/horizontal/downloads/original.mp4?filename=1817767_Sky_Olive_Tree_3840x2160.mp4&user_id=102901249&token=exp=1785250443~id=102901249~hmac=f81d89dff5e6c743446097be2bd5c4c1081076a64d091931fde4eb5f55cd9d60
branch_daylight,Close view of olive tree branch with leaves moving in daylight,7504652,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/23a5669f-a179-5215-8136-23abf9e161bd/horizontal/downloads/original.mp4?filename=0_Olive_Branch_3840x2160.mp4&user_id=102901249&token=exp=1785250445~id=102901249~hmac=ad537df1eae5df3582d44ab478508fe1d484a4677dbae730ff933a964d2273d0
counting_cash1,Employee hands counting earnings cash close up,3015782,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/6ea4660a-62c3-5200-a193-b3028a98fdfa/horizontal/downloads/4k.mp4?filename=6741257_Employee_Hands_3840x2160.mp4&user_id=102901249&token=exp=1785250446~id=102901249~hmac=b141f0e8b0ef52cc6a13b0033058f66ec044062244f84724e68554aa715dcc49
counting_euros2,"Hands counting new fifty euro bills, money stack",989385,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/53abcee0-18e0-43cb-8350-d182cbe91704/horizontal/downloads/original.mp4?filename=2273312_Hands_Counting_3840x2160.mp4&user_id=102901249&token=exp=1785250456~id=102901249~hmac=20f3df2b00fa1ba08946c8c0487928646a8f2388240c5f909aa89e1c32a18d5d
counting_euros3,Woman counting fifty and one hundred euro bills,6947932,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/07135c46-267d-51f2-8384-cf7492ee9d38/horizontal/downloads/4k.mp4?filename=0_Paper_Currency_Currency_3840x2160.mp4&user_id=102901249&token=exp=1785250458~id=102901249~hmac=b302db0ab1993b552457740fb8f388808852654bb06d2b42749948435eb22bb9
lab_testtubes1,A wooden rack holds test tubes filled with colorful liquids,5712239,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/e0d422b4-ec8c-54f5-9772-86f29a9e4a9d/horizontal/downloads/original.mp4?filename=0_Wooden_Rack_Test_Tubes_3840x2160.mp4&user_id=102901249&token=exp=1785250459~id=102901249~hmac=9c0dd1fc0114e65a1562766bec13b10759c2e4e0fbdca1002fe1da5eeedc789f
lab_testtubes2,Scientist holding a plate of colorful test tubes with liquid solutions,8182467,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/2d41d2e6-44c1-5f08-9bc6-5c88050d94ec/vertical/downloads/4k.mp4?filename=0_Chemistry_Science_2160x3840.mp4&user_id=102901249&token=exp=1785250461~id=102901249~hmac=773b626fa5098926e72faf49ac599755ce5ffcc3de8570b8cf3b6b25c055c1c8
lab_reagent,Chemist drips reagent into test tube with yellow liquid,1747463,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/170517b0-57be-43fc-814c-fae885e4ca73/horizontal/downloads/4k.mp4?filename=5176739_Probe_Lens_3840x2160.mp4&user_id=102901249&token=exp=1785250462~id=102901249~hmac=ed32877fca06a0ef55681d81d3a9319ebe64e82aefdd08bfa35c88e501f6ad4c
forklift1,Forklift operator steering down warehouse aisle carrying pallet of boxes,8378084,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/83ea0e49-7648-565c-8ea6-264f2e39ab6c/horizontal/downloads/original.mp4?filename=0_Forklift_Operator_1920x1080.mp4&user_id=102901249&token=exp=1785250464~id=102901249~hmac=fd94c8aa3415f73bfbc90c5781a8d5b1c686da3e531939803558f8b871f18b0d
forklift2,Warehouse Forklift Operation,3862405,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/0f918b90-4de0-5cfd-ba40-06ef8d28a3aa/horizontal/downloads/original.mp4?filename=0_Warehouse_Forklift_1920x1080.mp4&user_id=102901249&token=exp=1785250465~id=102901249~hmac=7687218150766f7f06bdec86305d133d245d7cc6e37fdddfef15ae7d35dd2d3d
boxes_shelves,Warehouse shelves filled with stacked cardboard boxes,6684302,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/2fd0aa23-67f5-5f89-a6dd-3d4da743604b/horizontal/downloads/4k.mp4?filename=0_Warehouse_Boxes_3840x2160.mp4&user_id=102901249&token=exp=1785250467~id=102901249~hmac=9002d0f21dabf806486e8a6a8181e7f8f1ecc2e66ec1bb1da35b89557d6b7739
forklift_boxes,A forklift carries stacked cardboard boxes along a warehouse aisle,8410557,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/594cb570-57cd-5e47-9cd0-dcda8931b038/horizontal/downloads/4k.mp4?filename=0_Forklift_Boxe_3840x2160.mp4&user_id=102901249&token=exp=1785250469~id=102901249~hmac=56790544989d004d2e725bbe61cb4aa5a8278ab83fe82681873eb2620901652a
reading_label1,African American Woman Reading Label on Olive Oil Bottle,6935335,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/ab8450f0-d6f6-5e6e-bfe5-6f5f79df003f/horizontal/downloads/4k.mp4?filename=0_Examine_Oil_3840x2160.mp4&user_id=102901249&token=exp=1785250475~id=102901249~hmac=122083e30762e57111ca844974cb492ae076a7425e3e3214d9bfe861a22a2bff
reading_label2,"Woman choosing products in supermarket, reading label on bottle of oil",2362890,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/01c065e8-4d67-4651-8ea0-bed388c4ab1c/horizontal/downloads/4k.mp4?filename=4760057_Store_Girl_3840x2160.mp4&user_id=102901249&token=exp=1785250477~id=102901249~hmac=4c48d7412f586541dac80ee6ff398e5154cd51ac49be1d70f602822f0b331825
golden_pour1,Close-up of Golden Olive Oil Pouring onto a Green Olive,8006564,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/84f53890-8380-579f-9ed5-e9431084fa81/horizontal/downloads/1080p.mp4?filename=0_Olive_Oil_Pouring_1920x1080.mp4&user_id=102901249&token=exp=1785250478~id=102901249~hmac=c8c43badfa37f657e9b6e3bb2cd7dc6cc2566c79633888e7b9dbf815f9806657
golden_flow,Golden olive oil flowing smoothly during processing,7291357,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/a7a4741b-b350-5be8-b02c-b859cbc827a1/horizontal/downloads/original.mp4?filename=0_Portugal_Olive_1920x1080.mp4&user_id=102901249&token=exp=1785250480~id=102901249~hmac=4ba5c38ec89faf8b058fb4fdede4213e648ca1a003c47c3d8a513a9b2aeeebba
bottle_pour2,Olive Oil Pouring from Bottle,3878595,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/3d24ab01-92a7-5656-be90-24db7cefe737/horizontal/downloads/original.mp4?filename=0_Oil_Olive_Oil_1920x1080.mp4&user_id=102901249&token=exp=1785250481~id=102901249~hmac=c19e65417cae5f4aef54879c331d95a3dcd432160ed95ffa96f0e1572111f825
cazorla_grove,"Endless rows of olive trees around Cazorla village, Andalusia, Spain",666966,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/6cc5d679-d83b-44f4-8bae-02e03a9a2736/horizontal/downloads/original.mp4?filename=1705799_Olive_Grove_Olive_Tree_3840x2160.mp4&user_id=102901249&token=exp=1785250483~id=102901249~hmac=4beaca8d571864b855568f50be83281fe5bea07b6d364b4cce579a961295f46a
granada_groves,"Trees and olive groves in green landscapes, Granada, Spain",7055616,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/10e92a49-1c0b-5600-b263-beaeb54b20bf/horizontal/downloads/4k.mp4?filename=0_Granada_Spain_3840x2160.mp4&user_id=102901249&token=exp=1785250485~id=102901249~hmac=de924a46053c4322f9d22af7806ae2ff528f8c2f038b4df980b0d9e5b9283d61
restabal_village,"Restábal, a white village in the Lecrín Valley, Granada, Spain",6976685,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/9d51a2e1-58a1-53e8-bbdc-ad27cd9b74d0/horizontal/downloads/original.mp4?filename=0_Granada_Andalusia_1920x1080.mp4&user_id=102901249&token=exp=1785250486~id=102901249~hmac=53af921d1231516eb35abcd0ae97277d80fde723ec846224fd18f585bd867e94
highway_olives,Aerial pan shot of a highway in the south of Spain surrounded by olive fields,1106294,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/65bb704a-1451-440e-a053-7d9646fb0e9b/horizontal/downloads/original.mp4?filename=2424283_Olive_Aerial_3840x2160.mp4&user_id=102901249&token=exp=1785250488~id=102901249~hmac=6c215edba8e8ff7747c6498694ca50d7b2a11e5ffa675287a8ea3d80a11abcee
checkout_scan1,Saleswoman scanning product at checkout counter in bright supermarket,1755128,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/d59d3148-688a-412a-a202-f0b4309ff054/horizontal/downloads/720p.mp4?filename=5196037_Shop_Pay_1280x720.mp4&user_id=102901249&token=exp=1785250962~id=102901249~hmac=9b90c09e98f597285ac00e142349bcd89bb5ee10b6e28b8b639992d0df360b85
checkout_mobile,Grocery Store Checkout with Mobile Payment,5261444,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/cd7097ec-32c4-54b1-89e2-dc313aa7b78b/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Payment_Terminal_3840x2020.mp4&user_id=102901249&token=exp=1785250964~id=102901249~hmac=37b20ae498948f5744aa7d3ebb13a1d7019ec1d49c6a69f7676f13a52d940dc3
news_bankruptcy,Bankruptcy news headline in different articles,2439631,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/e8e22636-87cb-4226-9276-62f6a74fc453/horizontal/downloads/original.mp4?filename=4898308_News_Article_3840x2160.mp4&user_id=102901249&token=exp=1785250965~id=102901249~hmac=5c06e2c67597483f6ce49c4513d7aabff6caf54eb1946c36cd77201a5d7a4f59
news_debtcrisis,Newspaper headlines saying Debt Crisis over stock market display,1923745,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/811111cf-7acb-495d-94a6-0180fb51960f/horizontal/downloads/720p.mp4?filename=5412192_Coll_wavebreak_Newspaper_1280x720.mp4&user_id=102901249&token=exp=1785250967~id=102901249~hmac=c0f414289c56e7af2909a737286c61b8b556c228944e49394ee02600d3af79f7
financial_crisis_text,Minimal cinematic financial crisis text animation,8214134,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/a185805c-e26c-5b16-a9c6-980a392a78c4/horizontal/downloads/original.mp4?filename=0_Financial_Crisis_Economic_Collapse_3840x2160.mp4&user_id=102901249&token=exp=1785250969~id=102901249~hmac=0738576726cca28c7282d00b4faa0477441672a4d207be10cf8b1e366efb393a
vintage_calculator1,Person Using an Old Red Calculator,3750206,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/14579eec-4535-5845-9dba-27b57230f831/horizontal/downloads/4k.mp4?filename=0_Calculator_Vintage_Calculator_3840x2160.mp4&user_id=102901249&token=exp=1785250970~id=102901249~hmac=95d26b0fd2d93d117c526e9c26534e4ac9661f48a7e0ac232552d363d8101e5d
adding_machine,Close up of printed numbers adding up with plus symbols on a paper roll,7223545,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/118bbcbe-f411-51df-898d-93dfbeb48ad9/horizontal/downloads/original.mp4?filename=0_Adding_Tape_Printed_Figures_3840x2160.mp4&user_id=102901249&token=exp=1785250972~id=102901249~hmac=501eb4327ea37db6b458c714bb396566e812121803fa699dd25e2ad727a4209d
branch_bottles,Olive tree branches with small bottles of olive oil,6643654,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/2f993984-4717-5cd5-8ef3-a551ccf9b983/horizontal/downloads/original.mp4?filename=0_Olive_Oil_Olive_Tree_1920x1080.mp4&user_id=102901249&token=exp=1785250974~id=102901249~hmac=af646b3d8cbb9d8a6bb3a89cb3914cd09f7270b1530cf12c9ed8c65ec6208b04
oil_factory_worker1,Female worker working in oil factory,1848714,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/375c2c15-4746-4ba3-affe-bc80cbe87afb/horizontal/downloads/4k.mp4?filename=5336482_Coll_wavebreak_Factory_3840x2160.mp4&user_id=102901249&token=exp=1785250976~id=102901249~hmac=cb4b90abd000cb5f9142c7a98c144ab4615d8bab9ce71f66ea03e6a83e2a822a
oil_factory_worker2,Female worker working in oil factory,1848716,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/600d0596-e793-453f-8bbd-07758fe64ca9/horizontal/downloads/4k.mp4?filename=5336484_Coll_wavebreak_Factory_3840x2160.mp4&user_id=102901249&token=exp=1785250982~id=102901249~hmac=b8be20e2fcc9b757c8509dbaf7b9fff6ec0991572cc32f046dafd12655aca016
oil_can_factory,Olive oil can being kept on table in oil factory,2955969,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/aa0434fa-702d-5e5e-a6d7-a2d39867a647/horizontal/downloads/1080p.mp4?filename=6309832_Factory_Industry_1920x1080.mp4&user_id=102901249&token=exp=1785250984~id=102901249~hmac=5d3396acf73ad2e2dd1befeb3379f95b1f8d7fa293753bb344dbf8d8af68f333
modern_oil_factory,Interior of modern natural oil factory,6067479,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/f7b03d1c-55ca-5f3e-9b86-04da9fd91d1b/square/downloads/original.mp4?filename=0_Bottling_Manufacturing_1920x1920.mp4&user_id=102901249&token=exp=1785250985~id=102901249~hmac=7d33d2690491a4a0f67b2783e092577d18233250104c007873faf7069c70f1f1
technicians_oil,Technicians examining olive oil,1848743,Premium (Freepik/Magnific),https://videocdn.cdnpk.net/videos/4c2cfde3-6c53-485e-9239-cf6816d157b3/horizontal/downloads/4k.mp4?filename=5336510_Coll_wavebreak_Factory_3840x2160.mp4&user_id=102901249&token=exp=1785250987~id=102901249~hmac=ae0adfc4399d3b0f021674bf688a74259e5b9d2f152be0ba74948f06d8d5dffb
