Sección,Beat #,Texto del guión,Shot (descripción real),Freepik ID,Duración (s),Inicio,Fin,CapCut Motion,Ref. shot
MARCA 5 - ISABEL,137,"Es información real, verificable, presente en cada envase desde hace",Alert sign attention mark caution icon triangle exclamation mark danger warning emergency hazard,5695539,3.6,07:13.70,07:17.30,ZOOM IN SLOW · 4s,warning_icon
MARCA 5 - ISABEL,138,más de una década.,Alert sign attention mark caution icon triangle exclamation mark danger warning emergency hazard,5695539,1.4,07:17.30,07:18.70,PAN RIGHT · 4s,warning_icon
MARCA 5 - ISABEL,139,El problema no es que falte.,Two Cans of Food on a Blue Wooden Tabletop,3680436,2.1,07:18.70,07:20.80,ZOOM OUT SLOW · 4s,two_cans_compare
MARCA 5 - ISABEL,140,El problema es que estas tres líneas de texto compiten,A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,07:20.80,07:24.40,STATIC,cans_colorful_shelf
MARCA 5 - ISABEL,141,"por tu atención con el nombre de la marca, el",A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,07:24.40,07:28.00,PAN LEFT · 4s,cans_colorful_shelf
MARCA 5 - ISABEL,142,"diseño llamativo de la lata y la palabra ""premium"" impresa",A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,07:28.00,07:31.60,DIAGONAL PAN + ZOOM IN · 4s,cans_colorful_shelf
MARCA 5 - ISABEL,143,"en letras doradas, y casi siempre pierden esa competición visual.",A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,07:31.60,07:35.20,ZOOM IN FAST · 2s,cans_colorful_shelf
MARCA 5 - ISABEL,144,Hay otro dato que casi nunca se menciona en el,Blue world map with growing white network of connected icons on black background,1948107,3.6,07:35.20,07:38.80,PAN UP · 4s,world_map_network
MARCA 5 - ISABEL,145,"marketing de ninguna marca de atún, incluida esta.",Blue world map with growing white network of connected icons on black background,1948107,2.9,07:38.80,07:41.70,ZOOM IN SLOW · 4s,world_map_network
MARCA 5 - ISABEL,146,El Reglamento europeo 1881/2006 fija el límite de mercurio para,A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,07:41.70,07:45.30,PAN RIGHT · 4s,cans_colorful_shelf
MARCA 5 - ISABEL,147,"la mayoría del pescado en 0,5 miligramos por kilo, pero",A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,07:45.30,07:48.90,ZOOM OUT SLOW · 4s,cans_colorful_shelf
MARCA 5 - ISABEL,148,permite hasta 1 miligramo por kilo en especies depredadoras de,A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,07:48.90,07:52.50,STATIC,cans_colorful_shelf
MARCA 5 - ISABEL,149,"mayor tamaño, como ciertas variedades de atún.",A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,2.5,07:52.50,07:55.00,PAN LEFT · 4s,cans_colorful_shelf
MARCA 5 - ISABEL,150,"Son precisamente esas especies, el rabil y el patudo, las",Animation of network of connections and data processing over dark background,4721014,3.6,07:55.00,07:58.60,DIAGONAL PAN + ZOOM IN · 4s,network_converge
MARCA 5 - ISABEL,151,que se esconden con más frecuencia detrás de la etiqueta,Animation of network of connections and data processing over dark background,4721014,3.6,07:58.60,08:02.20,ZOOM IN FAST · 2s,network_converge
MARCA 5 - ISABEL,152,"genérica ""atún claro"" que ves en supermercados de medio continente.",Animation of network of connections and data processing over dark background,4721014,3.6,08:02.20,08:05.80,PAN UP · 4s,network_converge
MARCA 5 - ISABEL,153,"Isabel vende ambas variantes, ""atún claro"" y ""atún claro al",Close-Up of a Magnifying Glass on an Aged Document Highlighting Detailed Text and Graphs,8534240,3.6,08:05.80,08:09.40,ZOOM IN SLOW · 4s,magnifier_doc
MARCA 5 - ISABEL,154,"natural"", en el mismo lineal, con envases casi idénticos entre",Close-Up of a Magnifying Glass on an Aged Document Highlighting Detailed Text and Graphs,8534240,3.6,08:09.40,08:13.00,PAN RIGHT · 4s,magnifier_doc
MARCA 5 - ISABEL,155,"sí, diferenciados solo por esa palabra.",Close-Up of a Magnifying Glass on an Aged Document Highlighting Detailed Text and Graphs,8534240,2.1,08:13.00,08:15.10,ZOOM OUT SLOW · 4s,magnifier_doc
MARCA 5 - ISABEL,156,La mayoría de compradores elige entre ellas fijándose en el,Animation of reading glass and text over files,2082900,3.6,08:15.10,08:18.70,STATIC,reading_glass_files
MARCA 5 - ISABEL,157,precio o en si les apetece con aceite o sin,Animation of reading glass and text over files,2082900,3.6,08:18.70,08:22.30,PAN LEFT · 4s,reading_glass_files
MARCA 5 - ISABEL,158,"él, no en la especie exacta que están llevándose a",Animation of reading glass and text over files,2082900,3.6,08:22.30,08:25.90,DIAGONAL PAN + ZOOM IN · 4s,reading_glass_files
MARCA 5 - ISABEL,159,casa ni en lo que esa especie implica para su,Animation of reading glass and text over files,2082900,3.6,08:25.90,08:29.50,ZOOM IN FAST · 2s,reading_glass_files
MARCA 5 - ISABEL,160,propia salud o la de su familia.,Animation of reading glass and text over files,2082900,2.5,08:29.50,08:32.00,PAN UP · 4s,reading_glass_files
CTA SUTIL (~35%),161,Si esto ya te está haciendo mirar distinto la próxima,Animated Share Button Glowing on Black Background,7196718,3.6,08:32.00,08:35.60,ZOOM IN SLOW · 4s,share_button_glow
CTA SUTIL (~35%),162,"lata que cojas del súper, no hace falta que hagas nada complicado.",Animated Share Button Glowing on Black Background,7196718,4.3,08:35.60,08:39.90,PAN RIGHT · 4s,share_button_glow
CTA SUTIL (~35%),163,Dale al botón de suscribirte para que no te pierdas,Finger on Share Button on Mobile Phone,4838647,3.6,08:39.90,08:43.50,ZOOM OUT SLOW · 4s,finger_share_phone
CTA SUTIL (~35%),164,"el próximo análisis, el algoritmo se encarga del resto.",Finger on Share Button on Mobile Phone,4838647,3.2,08:43.50,08:46.70,STATIC,finger_share_phone
CTA SUTIL (~35%),165,Seguimos con la lista.,Premium Youtube Share Animation 1,7055249,1.4,08:46.70,08:48.10,PAN LEFT · 4s,youtube_share_anim
MARCA 4 - CARREFOUR,166,Número 4.,A smooth out-of-focus camera movement travels down a brightly lit retail grocery store aisle,7917819,0.7,08:48.10,08:48.80,DIAGONAL PAN + ZOOM IN · 4s,aisle_dolly
MARCA 4 - CARREFOUR,167,"Carrefour, marca blanca.","Fixed clip of full grocery store shelves, filled with brightly coloured products",6181813,1.1,08:48.80,08:49.90,ZOOM IN FAST · 2s,generic_shelf
MARCA 4 - CARREFOUR,168,"La misma cadena, con el mismo logo, vendiéndote atún en",Sunflower oil bottle. Cooking oil in glass bottle. Cooking ingredients,1474089,3.6,08:49.90,08:53.50,PAN UP · 4s,sunflower_oil
MARCA 4 - CARREFOUR,169,"España y en Argentina bajo idéntico nombre, como si el",Sunflower oil bottle. Cooking oil in glass bottle. Cooking ingredients,1474089,3.6,08:53.50,08:57.10,ZOOM IN SLOW · 4s,sunflower_oil
MARCA 4 - CARREFOUR,170,nombre de la tienda fuera por sí solo una garantía,Sunflower oil bottle. Cooking oil in glass bottle. Cooking ingredients,1474089,3.6,08:57.10,09:00.70,PAN RIGHT · 4s,sunflower_oil
MARCA 4 - CARREFOUR,171,de calidad del producto.,Sunflower oil bottle. Cooking oil in glass bottle. Cooking ingredients,1474089,1.4,09:00.70,09:02.10,ZOOM OUT SLOW · 4s,sunflower_oil
MARCA 4 - CARREFOUR,172,Carrefour no fabrica atún.,Animation of reading glass and text over files,2082900,1.4,09:02.10,09:03.50,STATIC,reading_glass_files
MARCA 4 - CARREFOUR,173,"Como toda marca blanca, contrata a terceros para producirlo bajo",Close up of kitchen digital weighing scale displaying zero with metallic container placed on top,5302538,3.6,09:03.50,09:07.10,PAN LEFT · 4s,kitchen_scale
MARCA 4 - CARREFOUR,174,"su propia etiqueta, y no está obligada a decirte quién es ese tercero.",Close up of kitchen digital weighing scale displaying zero with metallic container placed on top,5302538,4.6,09:07.10,09:11.70,DIAGONAL PAN + ZOOM IN · 4s,kitchen_scale
MARCA 4 - CARREFOUR,175,La normativa europea de información alimentaria permite declarar el origen,Closeup of a Hand Pouring Salt From a Shaker,3479267,3.6,09:11.70,09:15.30,ZOOM IN FAST · 2s,salt_pouring
MARCA 4 - CARREFOUR,176,"con fórmulas genéricas cuando el producto mezcla procedencias distintas, así",Closeup of a Hand Pouring Salt From a Shaker,3479267,3.6,09:15.30,09:18.90,PAN UP · 4s,salt_pouring
MARCA 4 - CARREFOUR,177,"que tú ves ""Carrefour"" en el frente y prácticamente nada",Closeup of a Hand Pouring Salt From a Shaker,3479267,3.6,09:18.90,09:22.50,ZOOM IN SLOW · 4s,salt_pouring
MARCA 4 - CARREFOUR,178,"más, mientras el fabricante real, la fábrica exacta y el",Closeup of a Hand Pouring Salt From a Shaker,3479267,3.6,09:22.50,09:26.10,PAN RIGHT · 4s,salt_pouring
MARCA 4 - CARREFOUR,179,origen concreto de la materia prima permanecen fuera de tu,Closeup of a Hand Pouring Salt From a Shaker,3479267,3.6,09:26.10,09:29.70,ZOOM OUT SLOW · 4s,salt_pouring
MARCA 4 - CARREFOUR,180,"alcance como comprador, por mucho que quieras averiguarlo leyendo el envase.",Closeup of a Hand Pouring Salt From a Shaker,3479267,3.9,09:29.70,09:33.60,STATIC,salt_pouring
MARCA 4 - CARREFOUR,181,"En 2024 y 2025, la Organización de Consumidores y Usuarios",Close up of kitchen digital weighing scale displaying zero with metallic container placed on top,5302538,3.6,09:33.60,09:37.20,PAN LEFT · 4s,kitchen_scale
MARCA 4 - CARREFOUR,182,de España analizó treinta y dos marcas distintas de atún,Close up of kitchen digital weighing scale displaying zero with metallic container placed on top,5302538,3.6,09:37.20,09:40.80,DIAGONAL PAN + ZOOM IN · 4s,kitchen_scale
MARCA 4 - CARREFOUR,183,"en lata, y Carrefour apareció entre las peor valoradas junto",Close up of kitchen digital weighing scale displaying zero with metallic container placed on top,5302538,3.6,09:40.80,09:44.40,ZOOM IN FAST · 2s,kitchen_scale
MARCA 4 - CARREFOUR,184,"a otras dos marcas, por un problema muy concreto: exceso de sal.",Close up of kitchen digital weighing scale displaying zero with metallic container placed on top,5302538,4.3,09:44.40,09:48.70,PAN UP · 4s,kitchen_scale
MARCA 4 - CARREFOUR,185,"No es un fraude, no es ilegal, pero sí es",Person Reading Product Label in Grocery Store,4972749,3.6,09:48.70,09:52.30,ZOOM IN SLOW · 4s,reading_label_store
MARCA 4 - CARREFOUR,186,un dato que la etiqueta frontal jamás va a mostrarte,Person Reading Product Label in Grocery Store,4972749,3.6,09:52.30,09:55.90,PAN RIGHT · 4s,reading_label_store
MARCA 4 - CARREFOUR,187,con la misma letra grande que usa para anunciar el,Person Reading Product Label in Grocery Store,4972749,3.6,09:55.90,09:59.50,ZOOM OUT SLOW · 4s,reading_label_store
MARCA 4 - CARREFOUR,188,precio o la oferta de la semana.,Person Reading Product Label in Grocery Store,4972749,2.5,09:59.50,10:02.00,STATIC,reading_label_store
MARCA 4 - CARREFOUR,189,Súmale a esto la ambigüedad del aceite de cobertura.,A smooth out-of-focus camera movement travels down a brightly lit retail grocery store aisle,7917819,3.2,10:02.00,10:05.20,PAN LEFT · 4s,aisle_dolly
MARCA 4 - CARREFOUR,190,"De esas treinta y dos marcas analizadas, trece usaban aceite","Fixed clip of full grocery store shelves, filled with brightly coloured products",6181813,3.6,10:05.20,10:08.80,DIAGONAL PAN + ZOOM IN · 4s,generic_shelf
MARCA 4 - CARREFOUR,191,"de girasol en lugar de aceite de oliva, sin que","Fixed clip of full grocery store shelves, filled with brightly coloured products",6181813,3.6,10:08.80,10:12.40,ZOOM IN FAST · 2s,generic_shelf
MARCA 4 - CARREFOUR,192,el frente del envase lo destacara con la misma claridad,"Fixed clip of full grocery store shelves, filled with brightly coloured products",6181813,3.6,10:12.40,10:16.00,PAN UP · 4s,generic_shelf
MARCA 4 - CARREFOUR,193,"con la que destaca la palabra ""atún"" en letras enormes.","Fixed clip of full grocery store shelves, filled with brightly coloured products",6181813,3.6,10:16.00,10:19.60,ZOOM IN SLOW · 4s,generic_shelf
MARCA 4 - CARREFOUR,194,"Un comprador que asume que ""en aceite"" significa automáticamente aceite",Sunflower oil bottle. Cooking oil in glass bottle. Cooking ingredients,1474089,3.6,10:19.60,10:23.20,PAN RIGHT · 4s,sunflower_oil
MARCA 4 - CARREFOUR,195,"de oliva se está llevando, en más de un tercio",Sunflower oil bottle. Cooking oil in glass bottle. Cooking ingredients,1474089,3.6,10:23.20,10:26.80,ZOOM OUT SLOW · 4s,sunflower_oil
MARCA 4 - CARREFOUR,196,"de estos casos, un producto bastante distinto del que cree",Sunflower oil bottle. Cooking oil in glass bottle. Cooking ingredients,1474089,3.6,10:26.80,10:30.40,STATIC,sunflower_oil
MARCA 4 - CARREFOUR,197,"estar pagando, y normalmente más barato de producir.",Sunflower oil bottle. Cooking oil in glass bottle. Cooking ingredients,1474089,2.9,10:30.40,10:33.30,PAN LEFT · 4s,sunflower_oil
MARCA 4 - CARREFOUR,198,"Y aquí está la ley que casi nadie conoce, ni",Animation of reading glass and text over files,2082900,3.6,10:33.30,10:36.90,DIAGONAL PAN + ZOOM IN · 4s,reading_glass_files
MARCA 4 - CARREFOUR,199,"en España ni en Argentina, ni en ningún otro país",Animation of reading glass and text over files,2082900,3.6,10:36.90,10:40.50,ZOOM IN FAST · 2s,reading_glass_files
MARCA 4 - CARREFOUR,200,"donde Carrefour vende: por normativa, en un atún al natural",Animation of reading glass and text over files,2082900,3.6,10:40.50,10:44.10,PAN UP · 4s,reading_glass_files
MARCA 4 - CARREFOUR,201,"el peso escurrido, el peso real de pescado sin contar",Animation of reading glass and text over files,2082900,3.6,10:44.10,10:47.70,ZOOM IN SLOW · 4s,reading_glass_files
MARCA 4 - CARREFOUR,202,"el líquido, debe suponer al menos siete de cada diez",Animation of reading glass and text over files,2082900,3.6,10:47.70,10:51.30,PAN RIGHT · 4s,reading_glass_files
MARCA 4 - CARREFOUR,203,gramos del peso neto total declarado en el envase.,Animation of reading glass and text over files,2082900,3.2,10:51.30,10:54.50,ZOOM OUT SLOW · 4s,reading_glass_files
MARCA 4 - CARREFOUR,204,"En atún con aceite o en escabeche, ese mínimo baja",Close up of kitchen digital weighing scale displaying zero with metallic container placed on top,5302538,3.6,10:54.50,10:58.10,STATIC,kitchen_scale
MARCA 4 - CARREFOUR,205,a poco menos de dos de cada tres gramos.,Close up of kitchen digital weighing scale displaying zero with metallic container placed on top,5302538,3.2,10:58.10,11:01.30,PAN LEFT · 4s,kitchen_scale
MARCA 4 - CARREFOUR,206,"Esa cifra está impresa en algún lugar de la lata,",Closeup of a Hand Pouring Salt From a Shaker,3479267,3.6,11:01.30,11:04.90,DIAGONAL PAN + ZOOM IN · 4s,salt_pouring
MARCA 4 - CARREFOUR,207,normalmente en letra diminuta junto al peso neto.,Closeup of a Hand Pouring Salt From a Shaker,3479267,2.9,11:04.90,11:07.80,ZOOM IN FAST · 2s,salt_pouring
MARCA 4 - CARREFOUR,208,"Casi nadie la busca antes de pagar, y menos aún",Close up of kitchen digital weighing scale displaying zero with metallic container placed on top,5302538,3.6,11:07.80,11:11.40,PAN UP · 4s,kitchen_scale
MARCA 4 - CARREFOUR,209,antes de comparar dos latas de precio distinto.,Close up of kitchen digital weighing scale displaying zero with metallic container placed on top,5302538,2.9,11:11.40,11:14.30,ZOOM IN SLOW · 4s,kitchen_scale
MARCA 3 - ORTIZ,210,Número 3.,Interior of modern natural oil factory,6067479,0.7,11:14.30,11:15.00,PAN RIGHT · 4s,modern_oil_factory
MARCA 3 - ORTIZ,211,Conservas Ortiz.,Canned tuna on wooden table,2427530,0.7,11:15.00,11:15.70,ZOOM OUT SLOW · 4s,canned_tuna_wood
MARCA 3 - ORTIZ,212,La marca con más aura de prestigio de todo el,Animation of reading glass and text over files,2082900,3.6,11:15.70,11:19.30,STATIC,reading_glass_files
MARCA 3 - ORTIZ,213,pasillo del atún en España.,Animation of reading glass and text over files,2082900,1.8,11:19.30,11:21.10,PAN LEFT · 4s,reading_glass_files
MARCA 3 - ORTIZ,214,"Ortiz nació en Guetaria, País Vasco, en 1891.",Closeup of a Hand Pouring Salt From a Shaker,3479267,2.9,11:21.10,11:24.00,DIAGONAL PAN + ZOOM IN · 4s,salt_pouring
MARCA 3 - ORTIZ,215,"Más de siglo y medio de historia, un diseño de","Minimalist table setting with white plate, fork, and knife arranged neatly",5070095,3.6,11:24.00,11:27.60,ZOOM IN FAST · 2s,elegant_table
MARCA 3 - ORTIZ,216,"etiqueta que parece sacado de una vieja fábrica artesanal, un","Minimalist table setting with white plate, fork, and knife arranged neatly",5070095,3.6,11:27.60,11:31.20,PAN UP · 4s,elegant_table
MARCA 3 - ORTIZ,217,precio que puede triplicar al de cualquier marca blanca del mismo lineal.,"Minimalist table setting with white plate, fork, and knife arranged neatly",5070095,4.3,11:31.20,11:35.50,ZOOM IN SLOW · 4s,elegant_table
MARCA 3 - ORTIZ,218,Es la lata que compras cuando quieres demostrarte a ti,Woman Shopping at an Italian Delicatessen,4874053,3.6,11:35.50,11:39.10,PAN RIGHT · 4s,deli_shopping
MARCA 3 - ORTIZ,219,"mismo, o a quien invitas a cenar, que te importa",Woman Shopping at an Italian Delicatessen,4874053,3.6,11:39.10,11:42.70,ZOOM OUT SLOW · 4s,deli_shopping
MARCA 3 - ORTIZ,220,la calidad por encima del precio.,Woman Shopping at an Italian Delicatessen,4874053,2.1,11:42.70,11:44.80,STATIC,deli_shopping
MARCA 3 - ORTIZ,221,"Y sin embargo, cuando la Organización de Consumidores y Usuarios",Interior of modern natural oil factory,6067479,3.6,11:44.80,11:48.40,PAN LEFT · 4s,modern_oil_factory
MARCA 3 - ORTIZ,222,"de España analizó decenas de marcas de atún en 2025,",Interior of modern natural oil factory,6067479,3.6,11:48.40,11:52.00,DIAGONAL PAN + ZOOM IN · 4s,modern_oil_factory
MARCA 3 - ORTIZ,223,"Ortiz terminó entre las peor valoradas de toda la prueba,",Interior of modern natural oil factory,6067479,3.6,11:52.00,11:55.60,ZOOM IN FAST · 2s,modern_oil_factory
MARCA 3 - ORTIZ,224,con dos problemas muy concretos: un exceso de sal notablemente,Interior of modern natural oil factory,6067479,3.6,11:55.60,11:59.20,PAN UP · 4s,modern_oil_factory
MARCA 3 - ORTIZ,225,"alto, incluso comparado con marcas mucho más baratas del mismo",Interior of modern natural oil factory,6067479,3.6,11:59.20,12:02.80,ZOOM IN SLOW · 4s,modern_oil_factory
MARCA 3 - ORTIZ,226,"lineal, y errores de etiquetado que la propia organización señaló",Interior of modern natural oil factory,6067479,3.6,12:02.80,12:06.40,PAN RIGHT · 4s,modern_oil_factory
MARCA 3 - ORTIZ,227,de forma expresa en su informe.,Interior of modern natural oil factory,6067479,2.1,12:06.40,12:08.50,ZOOM OUT SLOW · 4s,modern_oil_factory
MARCA 3 - ORTIZ,228,Esto no significa que Ortiz use mal pescado.,Canned tuna on wooden table,2427530,2.9,12:08.50,12:11.40,STATIC,canned_tuna_wood
MARCA 3 - ORTIZ,229,El contenido real de atún de sus latas suele estar,Animation of reading glass and text over files,2082900,3.6,12:11.40,12:15.00,PAN LEFT · 4s,reading_glass_files
MARCA 3 - ORTIZ,230,entre los más altos de cualquier prueba comparativa del sector.,Animation of reading glass and text over files,2082900,3.6,12:15.00,12:18.60,DIAGONAL PAN + ZOOM IN · 4s,reading_glass_files
MARCA 3 - ORTIZ,231,Significa que el precio que pagas por esa fábrica artesanal,Closeup of a Hand Pouring Salt From a Shaker,3479267,3.6,12:18.60,12:22.20,ZOOM IN FAST · 2s,salt_pouring
MARCA 3 - ORTIZ,232,"y esa historia centenaria no se está traduciendo, según los",Closeup of a Hand Pouring Salt From a Shaker,3479267,3.6,12:22.20,12:25.80,PAN UP · 4s,salt_pouring
MARCA 3 - ORTIZ,233,"propios análisis independientes, en un control de calidad superior al",Closeup of a Hand Pouring Salt From a Shaker,3479267,3.6,12:25.80,12:29.40,ZOOM IN SLOW · 4s,salt_pouring
MARCA 3 - ORTIZ,234,de marcas que cuestan una fracción de lo que cuesta esta.,Closeup of a Hand Pouring Salt From a Shaker,3479267,3.9,12:29.40,12:33.30,PAN RIGHT · 4s,salt_pouring
MARCA 3 - ORTIZ,235,Aquí conviene recordar algo que ya viste en el puesto,"Minimalist table setting with white plate, fork, and knife arranged neatly",5070095,3.6,12:33.30,12:36.90,ZOOM OUT SLOW · 4s,elegant_table
MARCA 3 - ORTIZ,236,anterior: la cantidad de sal no es un ingrediente que,"Minimalist table setting with white plate, fork, and knife arranged neatly",5070095,3.6,12:36.90,12:40.50,STATIC,elegant_table
MARCA 3 - ORTIZ,237,"la ley obligue a limitar en el atún en lata,","Minimalist table setting with white plate, fork, and knife arranged neatly",5070095,3.6,12:40.50,12:44.10,PAN LEFT · 4s,elegant_table
MARCA 3 - ORTIZ,238,"como sí limita, por ejemplo, el mercurio.","Minimalist table setting with white plate, fork, and knife arranged neatly",5070095,2.5,12:44.10,12:46.60,DIAGONAL PAN + ZOOM IN · 4s,elegant_table
MARCA 3 - ORTIZ,239,"Es una decisión que toma cada fabricante libremente, y el",Woman Shopping at an Italian Delicatessen,4874053,3.6,12:46.60,12:50.20,ZOOM IN FAST · 2s,deli_shopping
MARCA 3 - ORTIZ,240,prestigio centenario de una marca no dice absolutamente nada sobre,Woman Shopping at an Italian Delicatessen,4874053,3.6,12:50.20,12:53.80,PAN UP · 4s,deli_shopping
MARCA 3 - ORTIZ,241,qué decisión concreta ha tomado.,Woman Shopping at an Italian Delicatessen,4874053,1.8,12:53.80,12:55.60,ZOOM IN SLOW · 4s,deli_shopping
MARCA 2 - NOSTROMO,242,Número 2.,Canned tuna on wooden table,2427530,0.7,12:55.60,12:56.30,PAN RIGHT · 4s,canned_tuna_wood
MARCA 2 - NOSTROMO,243,Nostromo.,Lines showing countries connecting on world map,3071564,0.4,12:56.30,12:56.70,ZOOM OUT SLOW · 4s,world_map_lines
MARCA 2 - NOSTROMO,244,El nombre que suena a marca italiana artesanal y que,Animation of network of connections and data processing over dark background,4721014,3.6,12:56.70,13:00.30,STATIC,network_converge
MARCA 2 - NOSTROMO,245,en realidad lleva más de treinta años perteneciendo por completo a Grupo Calvo.,Animation of network of connections and data processing over dark background,4721014,4.6,13:00.30,13:04.90,PAN LEFT · 4s,network_converge
MARCA 2 - NOSTROMO,246,Nostromo se vende en España y en Italia con un,A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,13:04.90,13:08.50,DIAGONAL PAN + ZOOM IN · 4s,cans_colorful_shelf
MARCA 2 - NOSTROMO,247,"diseño que evoca tradición mediterránea, pesca artesanal, algo distinto y",A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,13:08.50,13:12.10,ZOOM IN FAST · 2s,cans_colorful_shelf
MARCA 2 - NOSTROMO,248,más pequeño que la producción industrial a gran escala del resto del pasillo.,A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,4.6,13:12.10,13:16.70,PAN UP · 4s,cans_colorful_shelf
MARCA 2 - NOSTROMO,249,"Grupo Calvo la compró en 1993, y desde entonces la",Closeup of cans moving on a conveyor belt in a food production line,3455151,3.6,13:16.70,13:20.30,ZOOM IN SLOW · 4s,cannery_conveyor
MARCA 2 - NOSTROMO,250,"mantiene como una marca aparentemente separada, con su propia identidad",Closeup of cans moving on a conveyor belt in a food production line,3455151,3.6,13:20.30,13:23.90,PAN RIGHT · 4s,cannery_conveyor
MARCA 2 - NOSTROMO,251,"visual, sin conectar de forma visible el nombre con el",Closeup of cans moving on a conveyor belt in a food production line,3455151,3.6,13:23.90,13:27.50,ZOOM OUT SLOW · 4s,cannery_conveyor
MARCA 2 - NOSTROMO,252,resto del grupo en ningún punto del envase.,Closeup of cans moving on a conveyor belt in a food production line,3455151,2.9,13:27.50,13:30.40,STATIC,cannery_conveyor
MARCA 2 - NOSTROMO,253,"Esto tiene un nombre técnico en marketing: segmentación de marca,",Canned tuna on wooden table,2427530,3.6,13:30.40,13:34.00,PAN LEFT · 4s,canned_tuna_wood
MARCA 2 - NOSTROMO,254,"y en su versión más agresiva se conoce como ""marca",Canned tuna on wooden table,2427530,3.6,13:34.00,13:37.60,DIAGONAL PAN + ZOOM IN · 4s,canned_tuna_wood
MARCA 2 - NOSTROMO,255,"lucha"" o ""flanker brand"" —una marca creada o comprada específicamente",Canned tuna on wooden table,2427530,3.6,13:37.60,13:41.20,ZOOM IN FAST · 2s,canned_tuna_wood
MARCA 2 - NOSTROMO,256,para competir en un segmento o una estética distinta a,Canned tuna on wooden table,2427530,3.6,13:41.20,13:44.80,PAN UP · 4s,canned_tuna_wood
MARCA 2 - NOSTROMO,257,"la de la marca principal, sin arrastrar su nombre ni su prestigio.",Canned tuna on wooden table,2427530,4.3,13:44.80,13:49.10,ZOOM IN SLOW · 4s,canned_tuna_wood
MARCA 2 - NOSTROMO,258,No es ilegal ni exclusivo del atún: se usa en,Lines showing countries connecting on world map,3071564,3.6,13:49.10,13:52.70,PAN RIGHT · 4s,world_map_lines
MARCA 2 - NOSTROMO,259,"detergentes, en cervezas, en casi cualquier categoría de supermercado.",Lines showing countries connecting on world map,3071564,3.2,13:52.70,13:55.90,ZOOM OUT SLOW · 4s,world_map_lines
MARCA 2 - NOSTROMO,260,"Grupo Calvo compró Nostromo precisamente para tener, en el mismo",Animation of network of connections and data processing over dark background,4721014,3.6,13:55.90,13:59.50,STATIC,network_converge
MARCA 2 - NOSTROMO,261,"mercado donde ya vendía bajo su propio apellido, una segunda",Animation of network of connections and data processing over dark background,4721014,3.6,13:59.50,14:03.10,PAN LEFT · 4s,network_converge
MARCA 2 - NOSTROMO,262,"marca que no sonara a conglomerado gallego, sino a algo",Animation of network of connections and data processing over dark background,4721014,3.6,14:03.10,14:06.70,DIAGONAL PAN + ZOOM IN · 4s,network_converge
MARCA 2 - NOSTROMO,263,más artesanal y mediterráneo.,Animation of network of connections and data processing over dark background,4721014,1.4,14:06.70,14:08.10,ZOOM IN FAST · 2s,network_converge
MARCA 2 - NOSTROMO,264,Una empresa grande no siempre quiere que sepas que es grande.,A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.9,14:08.10,14:12.00,PAN UP · 4s,cans_colorful_shelf
MARCA 2 - NOSTROMO,265,A veces le conviene mucho más que creas que estás,Closeup of cans moving on a conveyor belt in a food production line,3455151,3.6,14:12.00,14:15.60,ZOOM IN SLOW · 4s,cannery_conveyor
MARCA 2 - NOSTROMO,266,"comprando algo pequeño, con identidad propia, algo que compite de",Closeup of cans moving on a conveyor belt in a food production line,3455151,3.6,14:15.60,14:19.20,PAN RIGHT · 4s,cannery_conveyor
MARCA 2 - NOSTROMO,267,"tú a tú contra los gigantes reconocibles del pasillo, en",Closeup of cans moving on a conveyor belt in a food production line,3455151,3.6,14:19.20,14:22.80,ZOOM OUT SLOW · 4s,cannery_conveyor
MARCA 2 - NOSTROMO,268,lugar de ser uno de esos gigantes disfrazado.,Closeup of cans moving on a conveyor belt in a food production line,3455151,2.9,14:22.80,14:25.70,STATIC,cannery_conveyor
MARCA 2 - NOSTROMO,269,La lógica de la marca lucha funciona precisamente porque el,Canned tuna on wooden table,2427530,3.6,14:25.70,14:29.30,PAN LEFT · 4s,canned_tuna_wood
MARCA 2 - NOSTROMO,270,"comprador cree estar castigando a la multinacional cuando elige la opción ""alternativa"".",Canned tuna on wooden table,2427530,4.3,14:29.30,14:33.60,DIAGONAL PAN + ZOOM IN · 4s,canned_tuna_wood
MARCA 2 - NOSTROMO,271,"En realidad, Nostromo no compite contra Grupo Calvo en ningún sentido real.",Lines showing countries connecting on world map,3071564,4.3,14:33.60,14:37.90,ZOOM IN FAST · 2s,world_map_lines
